ID,Song Name,Artist,Charter,Year,Genre,BPM,Difficulty,Download,Archive Link,Size
03100,Destati,Yoko Shimomura,Shorty132471,2002,OST - Video Game,77,2,03100.zip,03100. Destati - Yoko Shimomura [Shorty132471].zip,4708129
03101,恭喜发财(Gong Xi Fa Cai),刘德华 (Andy Lau),SilverFoxV933,2005,Pop,132,7,03101.zip,03101. 恭喜发财(Gong Xi Fa Cai) - 刘德华 (Andy Lau) [SilverFoxV933].zip,24932003
03102,Wackidoo,Annbjørg Lien,silver,2000,Progressive folk,120,10,03102.zip,03102. Wackidoo - Annbjørg Lien [silver].zip,6812118
03103,and the day goes on,Bill Wurtz,silver,2018,Indie,116,6,03103.zip,03103. and the day goes on - Bill Wurtz [silver].zip,2505950
03104,YO-KAI Disco [Meikai Arrange Version],Yousuke Yasui,silver,2011,VGM,155,10,03104.zip,03104. YO-KAI Disco [Meikai Arrange Version] - Yousuke Yasui [silver].zip,6171483
03105,Pink Cigarette,Mr. Bungle,garrity.,1999,Alt/Pop,85,5,03105.zip,03105. Pink Cigarette - Mr. Bungle [garrity.].zip,3751133
03106,I'm The President,KNOWER,garrity.,2023,Pop,106,5,03106.zip,03106. I'm The President - KNOWER [garrity.].zip,22648129
03107,FIRE FIRE,StripE,bw242,2007,Trance,150,10,03107.zip,03107. FIRE FIRE - StripE [bw242].zip,9478438
03108,Plastic Love,竹内 まりや (Mariya Takeuchi),PX,1985,J-Pop | City Pop,103,3,03108.zip,03108. Plastic Love - 竹内 まりや (Mariya Takeuchi) [PX].zip,8805137
03109,真夜中のドア〜Stay with Me,松原 みき(Miki Matsubara),PX,1979,J-Pop | City Pop,108,3,03109.zip,03109. 真夜中のドア〜Stay with Me - 松原 みき(Miki Matsubara) [PX].zip,7925046
03110,Frownland (Trout Mask Replica),Captain Beefheart and his Magic Band,garrity.,1969,Rock?,140,5,03110.zip,03110. Frownland (Trout Mask Replica) - Captain Beefheart and his Magic Band [garrity.].zip,4887313
03111,Greetings,PilotRedSun,eefano,2016,Electronic,85,5,03111.zip,03111. Greetings - PilotRedSun [eefano].zip,4183841
03112,オドループ / Oddloop,フレデリック / Frederic,Σierra βeta,2014,J-Pop,172,8,03112.zip,03112. オドループ - Oddloop - フレデリック - Frederic [Σierra βeta].zip,6458276
03113,Theme of Lu Bu (DW4 Fire Mix),KOEI,Shorty132471,2003,OST - Video Game,167,4,03113.zip,03113. Theme of Lu Bu (DW4 Fire Mix) - KOEI [Shorty132471].zip,7870804
03114,OH! TENGO SUERTE,Masayoshi Takanaka,garrity.,1976,Jazz,94,5,03114.zip,03114. OH! TENGO SUERTE - Masayoshi Takanaka [garrity.].zip,6041024
03115,Blue Balloon (but you're the trumpet),Ween,garrity.,2007,Indie,98,5,03115.zip,03115. Blue Balloon (but you're the trumpet) - Ween [garrity.].zip,3586156
03116,Prism Plains - Kirby: Squeak Squad,"Jun Ishikawa, Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",silver,2006,OST,179.96,10,03116.zip,"03116. Prism Plains - Kirby- Squeak Squad - Jun Ishikawa, Hirokazu Ando, Shogo Sakai, Tadashi Ikegami [silver].zip",3882302
03117,Boodshot,Enter Shikari,Dootzy,2023,Rock,130,4,03117.zip,03117. Boodshot - Enter Shikari [Dootzy].zip,4314209
03118,Bloodshot,Enter Shikari,Dootzy,2023,Rock,130,4,03118.zip,03118. Bloodshot - Enter Shikari [Dootzy].zip,4314206
03119,Bloodshot,Enter Shikari,Dootzy,2023,Rock,130,4,03119.zip,03119. Bloodshot - Enter Shikari [Dootzy].zip,4314186
03120,"Can't Get Enough of Your Love, Babe",Barry White,bw242,1974,R&B,109.2,8,03120.zip,"03120. Can't Get Enough of Your Love, Babe - Barry White [bw242].zip",13939142
03121,Synchronized Love (Red Monster Hyper Mix),Joe Rinoie,bw242,2001,Eurobeat,150,9,03121.zip,03121. Synchronized Love (Red Monster Hyper Mix) - Joe Rinoie [bw242].zip,6942907
03122,Lovesong,The Cure,bw242,1989,Goth Rock,140.12,7,03122.zip,03122. Lovesong - The Cure [bw242].zip,13642202
03123,Dance Me to the End of Love,Leonard Cohen,bw242,1984,Pop,133,5,03123.zip,03123. Dance Me to the End of Love - Leonard Cohen [bw242].zip,11384074
03124,Euphoria,Ata,Sleeby Maddy~,2016,Hard Psytrance,190,10,03124.zip,03124. Euphoria - Ata [Sleeby Maddy~].zip,7774943
03125,POP/STARS,K/DA,PX,2018,Pop,170,3,03125.zip,03125. POP-STARS - K-DA [PX].zip,3646093
03126,POP/STARS (Inst),K/DA,PX,2018,Pop,170,3,03126.zip,03126. POP-STARS (Inst) - K-DA [PX].zip,4528743
03127,America's Funniest Home Videos (1st Theme Song),"Jill Colucci, Stewart Harris, Dan Slider",TheDivertingOne,1990,OST - TV/Movie,200,7,03127.zip,"03127. America's Funniest Home Videos (1st Theme Song) - Jill Colucci, Stewart Harris, Dan Slider [TheDivertingOne].zip",3184259
03128,@someone,Discord,Sleeby Maddy~,2018,@someone,120,10,03128.zip,03128. @someone - Discord [Sleeby Maddy~].zip,2160940
03129,Video Killed the Radio Star,The Buggles,Shorty132471,1979,New Wave,131,2,03129.zip,03129. Video Killed the Radio Star - The Buggles [Shorty132471].zip,18305870
03130,Holding Out For A Hero,Bonnie Tyler,Shorty132471,1984,Pop,149,3,03130.zip,03130. Holding Out For A Hero - Bonnie Tyler [Shorty132471].zip,32038069
03131,Whistle,"Flo Rida, Joel Merry",PX,2012,joshpop,107,3,03131.zip,"03131. Whistle - Flo Rida, Joel Merry [PX].zip",24867974
03132,The Place Where He Inserted the Blade,"Black Country, New Road",garrity.,2022,Art Rock,123,5,03132.zip,"03132. The Place Where He Inserted the Blade - Black Country, New Road [garrity.].zip",7874054
03133,ことばのおばけがまどからみている,フロクロ,Sleeby Maddy~,2020,Utao-style,80,4,03133.zip,03133. ことばのおばけがまどからみている - フロクロ [Sleeby Maddy~].zip,8255013
03134,ことばのおばけがまどからみている,フロクロ,Sleeby Maddy~,2020,Utao-style,80,4,03134.zip,03134. ことばのおばけがまどからみている - フロクロ [Sleeby Maddy~].zip,8255013
03135,1karuga,BilliumMoto & Dictate,Sleeby Maddy~,2022,Future bass,290,10,03135.zip,03135. 1karuga - BilliumMoto & Dictate [Sleeby Maddy~].zip,9068573
03136,Du darfst das nicht,Heldmaschine,smittywerbenjagermanjensen1488,2014,Neue Deutsche Härte,120,3,03136.zip,03136. Du darfst das nicht - Heldmaschine [smittywerbenjagermanjensen1488].zip,8939598
03137,Spanish Flea,Herb Alpert and the Tijuana Brass,Gloomhonk,1966,Easy Listening,163,9,03137.zip,03137. Spanish Flea - Herb Alpert and the Tijuana Brass [Gloomhonk].zip,4363508
03138,Cut My Fingers Off,Ethan Bortnick,Zara.exe,2021,Electronic,296,9,03138.zip,03138. Cut My Fingers Off - Ethan Bortnick [Zara.exe].zip,4198947
03139,FREEDOM DiVE (Easier),xi,paper2222,2011,Video Game,222.22,10,03139.zip,03139. FREEDOM DiVE (Easier) - xi [paper2222].zip,4521067
03140,Euphoria,KaW feat. ☺,bw242,2004,Happy,140,10,03140.zip,03140. Euphoria - KaW feat. ☺ [bw242].zip,7096071
03141,EASY,LE SSERAFIM,PX,2024,K-Pop | Trap,165,3,03141.zip,03141. EASY - LE SSERAFIM [PX].zip,6262855
03142,Sweet Venom,ENHYPEN,PX,2023,K-Pop | Funk Pop,115,3,03142.zip,03142. Sweet Venom - ENHYPEN [PX].zip,5310160
03143,Standing Next to You,정국 (Jung Kook),PX,2023,Pop,106,3,03143.zip,03143. Standing Next to You - 정국 (Jung Kook) [PX].zip,5811733
03144,Nothing's Gonna Stop Us,Starship,Shorty132471,1987,Soft Rock,96,2,03144.zip,03144. Nothing's Gonna Stop Us - Starship [Shorty132471].zip,24259828
03145,Stranded,Gojira,SMS Fan 3,2016,Metal,92,5,03145.zip,03145. Stranded - Gojira [SMS Fan 3].zip,23037254
03146,Off To See The World,Lukas Graham,floflo1674,2017,OST,107,5,03146.zip,03146. Off To See The World - Lukas Graham [floflo1674].zip,6622841
03147,Film,Aphex Twin,garrity.,1997,Ambient Techno,148,5,03147.zip,03147. Film - Aphex Twin [garrity.].zip,3027957
03148,光るなら / Hikaru Nara,Goose House,Σierra βeta,2015,J-Pop,160,7,03148.zip,03148. 光るなら - Hikaru Nara - Goose House [Σierra βeta].zip,5594577
03149,ねねねねねねねね!大爆走,Momosuzu Nene / 桃鈴ねね,silver,2021,Nenenenenenenene,170,9,03149.zip,03149. ねねねねねねねね!大爆走 - Momosuzu Nene - 桃鈴ねね [silver].zip,39310298
03150,ねねねねねねねね!大爆走,Momosuzu Nene / 桃鈴ねね,silver,2021,Nenenenenenenene,170,9,03150.zip,03150. ねねねねねねねね!大爆走 - Momosuzu Nene - 桃鈴ねね [silver].zip,36018513
03151,Girls' Capitalism,tripleS,PX,2023,K-Pop,123,3,03151.zip,03151. Girls' Capitalism - tripleS [PX].zip,6594609
03152,Monster,Red Velvet - IRENE & SEULGI,PX,2020,K-Pop | Dance Pop,116,3,03152.zip,03152. Monster - Red Velvet - IRENE & SEULGI [PX].zip,7142084
03153,Strawberry Soda,Loossemble,PX,2023,K-Pop | Disco,118,5,03153.zip,03153. Strawberry Soda - Loossemble [PX].zip,5126114
03154,Pursuit - Completely Corner the Culprit,Noriyuki Iwadare,SilverFoxV933,2013,Game,152,5,03154.zip,03154. Pursuit - Completely Corner the Culprit - Noriyuki Iwadare [SilverFoxV933].zip,7250271
03155,夢路の街,Geolyte Meteos,Ethan,2021,UTAU,180,7,03155.zip,03155. 夢路の街 - Geolyte Meteos [Ethan].zip,29415285
03156,The Air-Conditioned Nightmare,Mr.Bungle,garrity.,1999,Indie Rock,113,5,03156.zip,03156. The Air-Conditioned Nightmare - Mr.Bungle [garrity.].zip,4140030
03157,夢路の街,Geolyte Meteos,Ethan,2021,UTAU,180,7,03157.zip,03157. 夢路の街 - Geolyte Meteos [Ethan].zip,29415264
03158,Stolen Dance,Milky Chance,garrity.,2013,Alt/Reggae,114,5,03158.zip,03158. Stolen Dance - Milky Chance [garrity.].zip,4853851
03159,Everybody (Backstreet's Back),Backstreet Boys,Faust,1997,Pop,216,5,03159.zip,03159. Everybody (Backstreet's Back) - Backstreet Boys [Faust].zip,5855103
03160,F1 2024 Ending Theme,Redbull & Max,SilverFoxV933,2024,End,120,2,03160.zip,03160. F1 2024 Ending Theme - Redbull & Max [SilverFoxV933].zip,5703847
03161,Phoenix Wright - Objection! 2016,Noriyuki Iwadare,SilverFoxV933,2016,Game,120,7,03161.zip,03161. Phoenix Wright - Objection! 2016 - Noriyuki Iwadare [SilverFoxV933].zip,7202655
03162,Miles Edgeworth - Objection! 2011,Noriyuki Iwadare,SilverFoxV933,2011,Game,145,8,03162.zip,03162. Miles Edgeworth - Objection! 2011 - Noriyuki Iwadare [SilverFoxV933].zip,8488009
03163,夢路の街,Geolyte Meteos,Ethan,2021,UTAU,180,7,03163.zip,03163. 夢路の街 - Geolyte Meteos [Ethan].zip,29415408
03164,RollerCoaster Tycoon 3 - Summer Air,Alistair Lindsay,SMS Fan 3,2004,OST,160,4,03164.zip,03164. RollerCoaster Tycoon 3 - Summer Air - Alistair Lindsay [SMS Fan 3].zip,5551476
03165,Vitamin C,CAN,garrity.,1972,Krautrock,117,5,03165.zip,03165. Vitamin C - CAN [garrity.].zip,6929695
03166,あなたは世界の終わりにずんだを食べるのだ / なみぐる feat.ずんだもん,namigroove,Ethan,2022,VOCALOID,140,5,03166.zip,03166. あなたは世界の終わりにずんだを食べるのだ - なみぐる feat.ずんだもん - namigroove [Ethan].zip,27530965
03167,White Woman's Instagram,Bo Burnham,Faust,2021,Comedy/Synth Pop,150,4,03167.zip,03167. White Woman's Instagram - Bo Burnham [Faust].zip,5035229
03168,Trumpet Sound Effect (Deer Remix),Trumpet Deer,garrity.,1999,Trumpet,120,5,03168.zip,03168. Trumpet Sound Effect (Deer Remix) - Trumpet Deer [garrity.].zip,2418881
03169,Hello (BPM) 2024,Camellia,ꓤɔᴉʇɐʇS,2024,Extratone,506,10,03169.zip,03169. Hello (BPM) 2024 - Camellia [ꓤɔᴉʇɐʇS].zip,6258534
03170,Hello (BPM) 2024 (extratone version),Camellia,ꓤɔᴉʇɐʇS,2024,Extratone,2024,10,03170.zip,03170. Hello (BPM) 2024 (extratone version) - Camellia [ꓤɔᴉʇɐʇS].zip,6268229
03171,Synchronized Love (Red Monster Hyper Mix),Joe Rinoie,bw242,2001,Eurobeat,149.99,9,03171.zip,03171. Synchronized Love (Red Monster Hyper Mix) - Joe Rinoie [bw242].zip,6932748
03172,Minihoof's Adventure,Michael Guy Bowman,PX,2012,Homestuck | Pony Pop,173,3,03172.zip,03172. Minihoof's Adventure - Michael Guy Bowman [PX].zip,5115092
03173,Galaxy Hamster (Part 1),Ninja Sex Party,Faust,2024,Comedy/Power Metal,151,6,03173.zip,03173. Galaxy Hamster (Part 1) - Ninja Sex Party [Faust].zip,4491367
03174,Galaxy Hamster (Part 2),Ninja Sex Party,Faust,2024,Comedy/Power Ballad,102,5,03174.zip,03174. Galaxy Hamster (Part 2) - Ninja Sex Party [Faust].zip,2960051
03175,Death Metal,Ninja Sex Party,Faust,2024,Bossa Nova (Mostly),122,5,03175.zip,03175. Death Metal - Ninja Sex Party [Faust].zip,5492485
03176,Bad Truth,Rustic Overtones,Faust,1996,Rock/Funk/Jazz/Soul,169,7,03176.zip,03176. Bad Truth - Rustic Overtones [Faust].zip,7060198
03177,The System Only Dreams in Total Darkness,The National,garrity.,2017,Rock,110,5,03177.zip,03177. The System Only Dreams in Total Darkness - The National [garrity.].zip,15631835
03178,Silver Surfer Stage 1 (NES),Tim Follin,Matt,1990,OST - Video Game,150,10,03178.zip,03178. Silver Surfer Stage 1 (NES) - Tim Follin [Matt].zip,4107566
03179,밤양갱 (Bam Yang Gang),BIBI,PX,2024,K-Pop | Waltz,178,5,03179.zip,03179. 밤양갱 (Bam Yang Gang) - BIBI [PX].zip,4521717
03180,TMNT: Shredder's Revenge - Jaw-Breaking News!,Tee Lopes,silver,2022,OST,145,10,03180.zip,03180. TMNT- Shredder's Revenge - Jaw-Breaking News! - Tee Lopes [silver].zip,4467590
03181,I Don't Believe in the Sun,The Magnetic Fields,garrity.,1999,Indie Folk,110,5,03181.zip,03181. I Don't Believe in the Sun - The Magnetic Fields [garrity.].zip,4656888
03182,Sweet Disposition,The Temper Trap,garrity.,2009,Indie Rock,129,5,03182.zip,03182. Sweet Disposition - The Temper Trap [garrity.].zip,8078161
03183,スカイソナー / SKYSONAR,Shiranui Flare / 不知火フレア,Σierra βeta,2023,J-Pop,151,7,03183.zip,03183. スカイソナー - SKYSONAR - Shiranui Flare - 不知火フレア [Σierra βeta].zip,37936974
03184,Capture the Moment,hololive Production,Σierra βeta,2024,J-Pop,172,5,03184.zip,03184. Capture the Moment - hololive Production [Σierra βeta].zip,6835109
03185,スタースタースタート / STAR STAR START,Tokino Sora / ときのそら,Σierra βeta,2024,J-Pop,153,5,03185.zip,03185. スタースタースタート - STAR STAR START - Tokino Sora - ときのそら [Σierra βeta].zip,29901805
03186,Euphoria,KaW feat. ☺,bw242,2004,Happy,140,10,03186.zip,03186. Euphoria - KaW feat. ☺ [bw242].zip,6967489
03187,Come Sail Away,Styx,SMS Fan 3,1977,Progressive Rock,147,4,03187.zip,03187. Come Sail Away - Styx [SMS Fan 3].zip,8320390
03188,Heat of the Moment,Asia,SMS Fan 3,1982,Progressive Rock,136,4,03188.zip,03188. Heat of the Moment - Asia [SMS Fan 3].zip,5627405
03189,Only Time Will Tell,Asia,SMS Fan 3,1982,Progressive Rock,126,4,03189.zip,03189. Only Time Will Tell - Asia [SMS Fan 3].zip,6659555
03190,Sole Survivor,Asia,SMS Fan 3,1982,Progressive Rock,124,4,03190.zip,03190. Sole Survivor - Asia [SMS Fan 3].zip,6802376
03191,Get Ready (To Get Ready),Ninja Sex Party,Faust,2024,Comedy/Rock,150,5,03191.zip,03191. Get Ready (To Get Ready) - Ninja Sex Party [Faust].zip,4720577
03192,Last Goodbye - UNDERTALE (V2),Toby Fox,paper2222,2022,Video Game,180,7,03192.zip,03192. Last Goodbye - UNDERTALE (V2) - Toby Fox [paper2222].zip,33858453
03193,dance of the symbols,Lucilla,paper2222,2023,??,180,10,03193.zip,03193. dance of the symbols - Lucilla [paper2222].zip,6419461
03194,Cheerleader,Porter Robinson,paper2222,2024,EDM,148,7,03194.zip,03194. Cheerleader - Porter Robinson [paper2222].zip,32338143
03195,Cross Fire,Hommarju vs RoughSketch,bw242,2019,J-Core,179.99,10,03195.zip,03195. Cross Fire - Hommarju vs RoughSketch [bw242].zip,8174118
03196,It's Gonna Be (Alright),Ween,garrity.,1997,Psych Rock,120,5,03196.zip,03196. It's Gonna Be (Alright) - Ween [garrity.].zip,9402880
03197,M@GICAL☆CURE! LOVE ♥ SHOT!,SAWTOWNE feat. Hatsune Miku,silver,2024,Vocaloid,192,8,03197.zip,03197. M@GICAL☆CURE! LOVE ♥ SHOT! - SAWTOWNE feat. Hatsune Miku [silver].zip,26286825
03198,Tin Man,America,SMS Fan 3,1974,Soft Rock,86,3,03198.zip,03198. Tin Man - America [SMS Fan 3].zip,6145777
03199,INVISIBLE,Duran Duran,Dootzy,2021,Alternative,114,2,03199.zip,03199. INVISIBLE - Duran Duran [Dootzy].zip,6008203
03200,"YABABAINA // ヤババイナ ft. Miku Hatsune, Teto Kasane, Zundamon",さたぱんP / Satapan P,silver,2024,Vocaloid,200,10,03200.zip,"03200. YABABAINA -- ヤババイナ ft. Miku Hatsune, Teto Kasane, Zundamon - さたぱんP - Satapan P [silver].zip",28808987
03201,Weird Little Guy,Holy Wow,Matt,2022,OST - Video Game,176,7,03201.zip,03201. Weird Little Guy - Holy Wow [Matt].zip,1417791
03202,ブルーアーカイブ / Blue Archive OST 7. Unwelcome School (paper's version),ミツキヨ / Mitsukiyo,paper2222,2021,Video Game,180,8,03202.zip,03202. ブルーアーカイブ - Blue Archive OST 7. Unwelcome School (paper's version) - ミツキヨ - Mitsukiyo [paper2222].zip,2584476
03203,INVISIBLE,Duran Duran,Dootzy,2021,Alternative,114,2,03203.zip,03203. INVISIBLE - Duran Duran [Dootzy].zip,6008249
03204,Ocean Man (Rated Version),Ween,Sailent,1997,Psychedelic Pop/Rock,125,5,03204.zip,03204. Ocean Man (Rated Version) - Ween [Sailent].zip,5332205
03205,Firewall,TWRP,Faust,2024,Metal,178,7,03205.zip,03205. Firewall - TWRP [Faust].zip,7423392
03206,FREEDOM DiVE,R3 Music Box,paper2222,2017,Video Game,82.5,4,03206.zip,03206. FREEDOM DiVE - R3 Music Box [paper2222].zip,1473730
03207,ラビットホール feat. 初音ミク,DECO*27,Samuran,2023,Vocaloid,173,8,03207.zip,03207. ラビットホール feat. 初音ミク - DECO-27 [Samuran].zip,5796536
03208,What Deaner Was Talking About,Ween,Sailent,1994,Alternative,120,4,03208.zip,03208. What Deaner Was Talking About - Ween [Sailent].zip,3387961
03209,フライデイ・チャイナタウン (Fly-Day Chinatown),泰葉 (Yasuha),PX,1981,J-Pop | City Pop,123,3,03209.zip,03209. フライデイ・チャイナタウン (Fly-Day Chinatown) - 泰葉 (Yasuha) [PX].zip,6292806
03210,Volcanic (VOEZ Edit),DETRO a.k.a ルゼ,SilverFoxV933,2021,Volcano,191,10,03210.zip,03210. Volcanic (VOEZ Edit) - DETRO a.k.a ルゼ [SilverFoxV933].zip,8570322
03211,Nookie,Limp Bizkit,garrity.,1999,Nu Metal,98,5,03211.zip,03211. Nookie - Limp Bizkit [garrity.].zip,5665949
03212,Catchit,S3RL,bw242,2015,Rave,174.98,9,03212.zip,03212. Catchit - S3RL [bw242].zip,10809390
03213,Starmachine2000,Wintergatan,silver,2013,Folktronica,150,5,03213.zip,03213. Starmachine2000 - Wintergatan [silver].zip,6273496
03214,Colorful [cut ver],Mili,BennyRabbit,2014,Indie,96,5,03214.zip,03214. Colorful [cut ver] - Mili [BennyRabbit].zip,8325205
03215,Photosynesthesia,Louie Zong,Matt,2018,Synth,118,4,03215.zip,03215. Photosynesthesia - Louie Zong [Matt].zip,3758320
03216,sans.,Toby Fox,Koelkast24,2015,OST,128,8,03216.zip,03216. sans. - Toby Fox [Koelkast24].zip,2702386
03217,タイムライン・ディスコ,柏崎でぃすこ,Ethan,2022,UTAU,125,5,03217.zip,03217. タイムライン・ディスコ - 柏崎でぃすこ [Ethan].zip,19687783
03218,my time,bo en,Envy,2013,maximalist pop,180,6,03218.zip,03218. my time - bo en [Envy].zip,111580828
03219,KillerToy,Camellia,ꓤɔᴉʇɐʇS,2021,Drumstep,170,10,03219.zip,03219. KillerToy - Camellia [ꓤɔᴉʇɐʇS].zip,9373317
03220,The Merry-Go-Round of Life (Allegretto),Joe Hisaishi,Envy,2004,Classical,390,8,03220.zip,03220. The Merry-Go-Round of Life (Allegretto) - Joe Hisaishi [Envy].zip,28029875
03221,ホワイトハッピー / White Happy ft. Hatsune Miku,MARETU,silver,2017,Vocaloid Kart,160,9,03221.zip,03221. ホワイトハッピー - White Happy ft. Hatsune Miku - MARETU [silver].zip,5275490
03222,What is Love?,TWICE,PX,2018,K-Pop | Electropop,170,5,03222.zip,03222. What is Love- - TWICE [PX].zip,4589979
03223,Knock Knock (Who’s There?),Red Velvet,PX,2023,K-Pop | Dance Pop,148,5,03223.zip,03223. Knock Knock (Who’s There-) - Red Velvet [PX].zip,4773568
03224,Sea Shanty 2,Ian Taylor,paper2224,2004,Video Game,100,10,03224.zip,03224. Sea Shanty 2 - Ian Taylor [paper2224].zip,2949827
03225,You're On (Live),Madeon,ZaraNyaa,2023,EDM,204,5,03225.zip,03225. You're On (Live) - Madeon [ZaraNyaa].zip,6188920
03226,Boogie Man,LUCY,PX,2023,K-Pop | Pop Rock,200,3,03226.zip,03226. Boogie Man - LUCY [PX].zip,5769846
03227,You're right (맞네),LUCY,PX,2021,K-Pop | Pop Rock,174,3,03227.zip,03227. You're right (맞네) - LUCY [PX].zip,7598677
03228,Young Girl A / 少女A,椎名もた(siinamota),Samuran,2013,Vocaloid,130,7,03228.zip,03228. Young Girl A - 少女A - 椎名もた(siinamota) [Samuran].zip,6237457
03229,El Sonidito,Hechizeros Band,Gloomhonk,2008,Tecnobanda,154,7,03229.zip,03229. El Sonidito - Hechizeros Band [Gloomhonk].zip,4713206
